vr_id,Kavaler_id,Kavaler_eid,VR_Nr,Liik_ja_järk,Otsus_kp,Otsus_tekst,Täpsustus
VRA-0166,VRK-2033,66eabd3c2e92de098dfce7c0,166,II/3,1920-02-21,"4 jalawäe polgu 2 roodu reamehele Jakob Juhani p. POLLUKS’ile, hinnates wahwust, mis Teie ülesnäitanud kahestteistkümnest lahingust osa wõttes, milles wõitlesite ka kõige ägedama waenlase tule all ennastsalgawalt, mis teistele alati eeskujuks oli.",
VRA-0167,VRK-1719,66eabd0b2e92de098dfcd7bf,167,II/3,1920-02-21,"4 jalawäepolgu 1 roodu kapralile Otto Kaarli p. NORMAK’ile, hinnates wahwust, mis Teie ülesnäitanud 9 aprillil 1919 a. maakuulamisel Plüssa silla juures 16 sõduri hulgas, kus sajamehelise waenlase salgaga kokku põrgates neid kabuhirmus põgenema ja üht automaat püssi maha jätma sundisite tormates rühma eesotsas wahetpidamata tuld andes otse waenlase peale.",
VRA-0168,VRK-2170,66eabd522e92de098dfcee99,168,II/3,1920-02-21,"4 jalawäe polgu 1 roodu kapralile August Jaani p. RAUDSOO’le, hinnates wahwust, mis Teie ülesnäitanud 29 jaanuaril 1919 a. Suure-Scherdjanka küla juures, kus jaoskonna juhatajana neli punawäelast maha lasksite, kes kuulipildujast tule awamist ette walmistasid, wõtsite ära nende kuulipilduja ühes lintidega ja lasksite seda kohe waenlase wastu tarwitada.",
VRA-0169,VRK-1775,66eabd132e92de098dfcda87,169,II/3,1920-02-21,"4 jalawäe polgu roodu ülemale, leitnant Eduard Taaweti p. OLMBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 8 detsembril 1918 a. Türpsalu mõisa juures, kus waenlase poolt ümberpiiratud roodu lähidasest tulest hoolimata terwelt wälja tõite. Niisugune kangelaslik tegu awaldas kõikide peale mõju, tõstis meeleolu ja waimustust, mis sel silmapilgul wäga tähtis oli.",
VRA-0170,VRK-1578,66eabcf42e92de098dfcd0a1,170,II/3,1920-02-21,"4 jalawäe polgu 5. roodu ülemale lipnik Jaan Jaani p. METS’ale, hinnates wahwust, mis Teie ülesnäitanud Uhtna mõisa juures silla kaitsmisel, kus oma ülesandeid waenlase ägeda suurtüki ja kuulipildujate tule all hiilgawalt täitsite. Ka kõigist teistest lahingutest olete Teie ikka esimestes ahelikkudes oma julguse ja waprusega roodule eeskuju annud.",
VRA-0171,VRK-3005,66eabdd42e92de098dfd18fe,171,II/3,1920-02-21,"4 jalawäe polgu 2 pataljoni ülemale, alamkapten Jakob Jakobi p. WENDE’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 11 jaanuaril 1919 a, kus oma pataljoniga Kerma ja Sausti mõisate wahel waenlasele peale tormasite, tema purustasite ja Annigfere mõisa waldamisel wangisid ja sõjamoona saagiks saite.",
VRA-0172,VRK-2444,66eabd7b2e92de098dfcfc8c,172,II/3,1920-02-21,"4 jalawäe polgu ülemale Polkownik Aleksander Mihkli p. SEIMANN’ile, hinnates wahwust, mis Teie ülesnäitanud algades wõitlust esimesena sissetungiwa waenlase wastu 21 nowembril 1918 a. Wäikse koolipoiste ja kaitseliitlaste salgaga ja seda edasi organiseerides ja õpetades, kunni temast tugew, raudne polk kujunes, kes siis waenlase pealetungimise lõpulikult seisma pani ja Wirumaalt tema kiirelt põgenema sundis. Sellega wõimaldasite Teie üldise organiseerimise töö Wabariigis.",
VRA-0173,VRK-1217,66eabcbf2e92de098dfcbe98,173,II/3,1920-02-21,"4 jalawäe polgu patarei ülemale, alamkapten Heinrich Hansu p. LARETEI’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 1 jaanuaril 1919 a., kus meie seisukohtade lähedale toodud waenlase kuulipildujad tabawa suurtüki tulega waikima sundisite ja roodudele wõimaldasite waenlase pealetungimise tagasilöömise.",
VRA-0174,VRK-1312,66eabcce2e92de098dfcc32e,174,II/3,1920-02-21,"4 jalawäepolgu ülema abile, alamkapten Wiktor Jaani p. LIIWAK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 11 jaanuaril 1919 a. oma pataljoniga kiiresti edasi tungimisel Lambakaare, Waljeli ja Kandeli sihis, kus häwitasite kolm korda suurema mere poolt taganewa madruste wäeosa ja wõtsite saagina 2 kuulipildujat, moonawoori ja palju muud kraami.",
VRA-0175,VRK-2223,66eabd5a2e92de098dfcf160,175,II/3,1920-02-21,"4 jalawäe polgu 3 roodu ülemale, leitnant Johannes Johani p. REMMEL’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 3 jaanuaril 1919 a. Salmiste teel, kus sattudes ootamata waenlase ägeda kuulipildujate tule alla, sest 2 rood oli teadmata taganenud eelliinilt, seadsite tules roodu lahingu seisukorda, lõite waenlase põgenema, ajasite teda taga kuni Salmisteni, ehk küll olite näost haawatud, ja wõimaldasite sellega polgule liini kinnipidamise.",
VRA-0176,VRK-0667,66eabc572e92de098dfca2ac,176,II/3,1920-03-05,"Peipsi laewastiku diwisjoni roolimehele Aleksander Jüri p. JAKOBSON’ile, hinnates wahwust, mis Teie ülesnäitanud dessandis 11 ja 12 septembril 1919 a. ja lahingus 13 oktoobril 1919 Welikaja jões.",
VRA-0177,VRK-1948,66eabd302e92de098dfce36c,177,II/3,1920-03-05,"Peipsi laewastiku divisjoni 2 järgu madrusele Jaan Jaagu p. PENT’ile, hinnates wahwust, mis Teie ülesnäitanud dessandis 14 mail 1919 a. Oudowa all Ustje küla juures.",
VRA-0178,VRK-2303,66eabd652e92de098dfcf573,178,II/3,1920-03-05,"Peipsi laevastiku divisjoni komendorile Hans Hansu p. RÕUK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes – 14 mail 1919 a. Oudova all ja 5 juunil 1919 a. Tscherjoha küla all.",
VRA-0179,VRK-2896,66eabdc22e92de098dfd1367,179,II/3,1920-03-05,"Peipsi laewastiku diwisjoni 1 järgu madrusele Jakob Jüri p. URKE’le, hinnates wahwust, mis Teie ülesnäitanud dessandis 14 mail 1919 a. Oudowa all.",
VRA-0180,VRK-2355,66eabd6e2e92de098dfcf7ff,180,II/3,1920-03-05,"Peipsi laewastiku diwisjoni signalistile Andres Andrese p. SAARNAK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus öösel 25/26 augustil 1919 a. Pihkwa all, ujuwa silla lõhkumisel.",
VRA-0181,VRK-0871,66eabc7e2e92de098dfcad13,181,II/3,1920-03-05,"Peipsi laewastiku diwisjoni 2 järgu madrusele Rudolf Karli p. KASK’ile, hinnates wahwust, mis Teie ülesnäitanud öösel 25/26 augustil 1919 a. Pihkwa all, ujuwa silla lõhkumisel.",
VRA-0182,VRK-0985,66eabc932e92de098dfcb2a9,182,II/3,1920-03-05,"Peipsi laewastiku diwisjoni wanemale roolimehele Jaan Joosepi p. KLIMBEK’ile, hinnates wahwust, mis Teie ülesnäitanud öösel 25/26 augustil 1919 a. Pihkwa all, ujuwa silla lõhkumisel.",
VRA-0183,VRK-1752,66eabd102e92de098dfcd984,183,II/3,1920-03-05,"Peipsi laewastiku diwisjoni roolimehele Aleksander Jakobi p. SEISLER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus öösel 25/26 augustil 1919 a Pihkwa all, ujuwa silla lõhkumisel.",
VRA-0184,VRK-3124,66eabde82e92de098dfd1f19,184,II/3,1920-03-05,"Peipsi laewastiku diwisjoni bootsmannile Karl Andrese p. ZOWO’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 13 oktoobril 1919 a. dessandi kaitsmisel.",
VRA-0185,VRK-2201,66eabd562e92de098dfcf01e,185,II/3,1920-03-05,"Peipsi laewastiku diwisjoni 2 järgu madrusele Eduard Karli p. REIMANN’ile, hinnates wahwust, mis Teie ülesnäitanud dessandis 11 ja 12 septembril 1919 a. Homutowa ja Kusowowstschina külade wahel.",
VRA-0186,VRK-0151,66eabbfd2e92de098dfc8884,186,II/3,1920-03-05,"Peipsi laewastiku diwisjoni wanemale signalistile Peeter Andrei p. BELJAKOW’ile, hinnates wahwust, mis Teie ülesnäitanud dessandis 11 ja 12 septembril 1919 a. Homutova ja Kurowowstschino külade wahel.",
VRA-0187,VRK-2038,66eabd3e2e92de098dfce7ff,187,II/3,1920-03-05,"Peipsi laewastiku diwisjoni roolimehele Otto Tooma p. PONTUS’ile, hinnates wahwust, mis Teie ülesnäitanud dessandis 11 ja 12 septembril 1919 a. Sosnitsa küla all.",
VRA-0188,VRK-2376,66eabd702e92de098dfcf902,188,II/3,1920-03-05,"Peipsi laewastiku diwisjoni 2 järgu madrusele Richard Waabo p. SKLAWE’le, hinnates wahwust, mis Teie ülesnäitanud dessandis 11 ja 12 septembril 1919 a. Sosnitsa küla all.",
VRA-0189,VRK-0758,66eabc662e92de098dfca73c,189,II/3,1920-03-05,"Peipsi laewastiku diwisjoni 2 järgu madrusele Otto Mihkli p. KAHRO’le, hinnates wahwust, mis Teie ülesnäitanud dessandis 11 ja 12 septembril 1919 a. Rudnitsa küla all.",
VRA-0190,VRK-1401,66eabcda2e92de098dfcc7c0,190,II/3,1920-03-05,"Peipsi laewastiku diwisjoni roolimehele Eduard Ferdinandi p. LUHA’le, hinnates wahwust, mis Teie ülesnäitanud dessandis 11 ja 12 septembril 1919 a. Rudnitsa küla all.",
VRA-0191,VRK-1278,66eabcc92e92de098dfcc1a5,191,II/3,1920-03-05,"Peipsi laewastiku diwisjoni 2 järgu madrusele Johan Peetri p. LENSMENT’ile, hinnates wahwust, mis Teie ülesnäitanud dessandis 11 ja 12 septembril 1919 a. Rudnitsa küla all.",
VRA-0192,VRK-2095,66eabd472e92de098dfceaca,192,II/3,1920-03-05,"Peipsi laewastiku diwisjoni 2 järgu madrusele Jaan Waldu p. PÜTT’ile, hinnates wahwust, mis Teie ülesnäitanud dessandis 11 ja 12 septembril 1919 a.",
VRA-0193,VRK-2372,66eabd702e92de098dfcf8fe,193,II/3,1920-03-05,"Miiniristleja „Wambola“ miini masinistile Arthur Heinrichi p. SELAW’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 3–5 juulini 1919 a. Riia jõesuus.",Täpsustus: lahingud olid 01.–02.07.1919.
VRA-0194,VRK-1701,66eabd082e92de098dfcd6f8,194,II/3,1920-03-05,"Miiniristleja „Wambola“ ülemale komendorile Nikolai Willemi p. NITZ’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 3–5 juulini 1919 a. Riia jõesuus.",Täpsustus: lahing oli 1.–2. juulil 1919.
VRA-0195,VRK-1723,66eabd0c2e92de098dfcd7fc,195,II/3,1920-03-05,"Miiniristleja. „Wambola“ komendorile Bernhard Jaani p. NÕU’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 3–5 juulini 1919 a. Riia jõesuus.",Täpsustus: lahing oli 01.–02.07.1919.
VRA-0196,VRK-2290,66eabd632e92de098dfcf4b0,196,II/3,1920-03-05,"Miiniristleja „Wambola“ madrusele Johannes Jakobi p. ROOT-SI’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes 16–19 maini 1919 a. Ingerimaal dessandis olles.",
VRA-0197,VRK-0848,66eabc792e92de098dfcabce,197,II/3,1920-03-05,"Miiniristleja „Wambola“ miini masinistile Mihkel Mitrofani p. KÄRME’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes 16–19 maini 1919 a. Ingerimaal dessandis olles.",
VRA-0198,VRK-2136,66eabd4d2e92de098dfcecce,198,II/3,1920-03-05,"M/r. „Wambola“ reawanemale Aleksander Peetri p. BRAKMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 16–26 maini 1919 a. Ingerimaal dessandis olles.",
VRA-0199,VRK-0915,66eabc852e92de098dfcaf1d,199,II/3,1920-03-05,"Miiniristleja „Wambola“ reawanemale Jakob Peetri p. KESSEL’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 17–20 märtsini 1919 a. Pihkwa wäerinnal dessandis olles.",
VRA-0200,VRK-0873,66eabc7e2e92de098dfcad16,200,II/3,1920-03-05,"Miiniristleja „Wambola“ mineerile Woldemar Tõnu p. KASK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 17–20 märtsini 1919 a. Pihkva wäerinnal dessandis olles.",
VRA-0201,VRK-2132,66eabd4d2e92de098dfceccf,201,II/3,1920-03-05,"Miiniristleja „Wambola“ miini masinistile Karl Maksimi p. RAND’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 17–20 märtsini 1919 a. Pihkwa wäerinnal ja 16–26 maini 1919 a. Ingerimaal dessandis olles.",
VRA-0202,VRK-0086,66eabbf22e92de098dfc8537,202,II/3,1920-03-05,"Miiniristleja „Wambola“ weltweeblile Aleksander Mihkli p. ANDERSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 17–20 märtsini 1919 a. Pihkwa wäerinnal dessandis olles.",
VRA-0203,VRK-1630,66eabcfc2e92de098dfcd36a,203,II/3,1920-03-05,"S/l „Lembitu“ ülemale roolimehele Magnus Magnuse p. MANITSKY’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Loksal, Narwa-Jõesuus, Muhu- ja Saaremaal, Luugas ja Kaporjes dessandis olles.",
VRA-0204,VRK-3044,66eabddb2e92de098dfd1b04,204,II/3,1920-03-05,"Suurtükilaew „Lembitu“ wanemale roolimehele Jakob Aleksandri p TÕNISSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Kundas, Waiwaras ja Bolderas dessandis olles.",
VRA-0205,VRK-3061,66eabddd2e92de098dfd1bc9,205,II/3,1920-03-05,"Suurtükilaew „Lembitu“ roolimehele Arnold Joosepi p WÖHRMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Port-Kundas, Loksal, Tsitres, Narowa jõesuus, Saaremaal ja Orawa küla all.",
VRA-0206,VRK-0467,66eabc302e92de098dfc9882,206,II/3,1920-03-05,"Suurtükilaew „Lembitu“ roolimehele Balder Willemi p. HANSTEIN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Tsitris, Muhu- ja Saaremaal, ning Orawa küla waldamisel.",
VRA-0207,VRK-0162,66eabbfe2e92de098dfc8909,207,II/3,1920-03-05,"Suurtükilaew „Lembitu“ 1 klassi madrusele Ernst Eduardi p. BERNHARDT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Port-Kundas, Waiwaras, Narwa-Jõesuus, Muhumaal, Saaremaal, Petseris ja Heinastes.",
VRA-0208,VRK-0282,66eabc0f2e92de098dfc8f1f,208,II/3,1920-03-05,"Suurtükilaew „Lembitu“ 1 klassi madrusele Eduard Kustawi p. EINSTRUK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Port-Kundas, Loksal, Tsitris, Waiwaras, Narwa-Jõesuus, Muhu- ja Saaremaal.",
VRA-0209,VRK-2139,66eabd4d2e92de098dfced11,209,II/3,1920-03-05,"Suurtükilaew „Lembitu“ 1 klassi madrusele Johannes Antoni p. RESKOW’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Port-Kundas, Waiwaras, Saaremaal, Heinastes, Bolderas ja 29 detsembril 1919 a. Loksal.",Täpsustus: Loksa lahing oli 1918.
VRA-0210,VRK-1668,66eabd022e92de098dfcd533,210,II/3,1920-03-05,"S/l „Lembit“ 1 kassi madrusele Jüri Jaagu p. NANNELSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus Saaremaal Upa küla all dessandis olles.",
VRA-0211,VRK-0302,66eabc142e92de098dfc9022,211,II/3,1920-03-05,"Suurtükilaew „Lembitu“ 1 klassi madrusele Jüri Abrami p. ENDEMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Port-Kundas, Waiwaras, Heinastes ja 29 dets. 1919 a. Loksal.",Täpsustus: Loksa dessant toimus 29.12.1918.
VRA-0212,VRK-1056,66eabca12e92de098dfcb639,212,II/3,1920-03-05,"Suurtükilaew „Lembitu“ 2 klassi madrusele Rudolf Jakobi p. KOSK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Loksal, Port-Kundas, Waiwaras, Heinastes, Petseris, Muhumaal, Saaremaal ja Riia all.",
VRA-0213,VRK-2561,66eabd8b2e92de098dfd0266,213,II/3,1920-03-05,"Suurtükilaew „Lembitu“ 2 klassi madrusele Johannes Hansu p. SOO’le, hinnates wahwust, mis Teie ülesnäitanud Port-Kundas, Loksal, Waiwaras, Petseris ja Heinaste all dessandis olles.",
VRA-0214,VRK-1458,66eabce32e92de098dfcca89,214,II/3,1920-03-05,"Suurtükilaew „Lembitu“ welskerile Johannes Jaagu p. MAIDE’le, hinnates wahwust, mis Teie ülesnäitanud Loksal, Waiwaras ja Heinaste all dessandis olles.",
VRA-0215,VRK-3036,66eabdd82e92de098dfd1a84,215,II/3,1920-03-05,"Suurtükilaew „Lembitu“ sanitarile Johannes Jaani p. WAKKERMANN’ile, hinnates wahwust, mis Teie ülesnäitanud Waiwaras, Muhumaal, Saaremaal ja Petseri all dessandis olles.",
VRA-0216,VRK-1427,66eabcde2e92de098dfcc901,216,II/3,1920-03-05,"S/l. Lembitu ülemale komendorile Julius Hansu p. LUTS’ule, hinnates wahwust, mis Teie ülesnäitanud Narwas, Heinastes ja Riia all dessandis olles.",
VRA-0217,VRK-1642,66eabcfe2e92de098dfcd3f2,217,II/3,1920-03-05,"Suurtükilaev „Lembitu“ vanemale komendorile Jaan Villemi p. MUNAKSON’ile, hinnates wahwust, mis Teie ülesnäitanud Kundas, Narwas ja Petseris dessandis olles.",
VRA-0218,VRK-2035,66eabd3c2e92de098dfce7bb,218,II/3,1920-03-05,"Suurtükilaew „Lembitu“ wanemale komendorile Jakob Jüri p POMMER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Narwas, Riias ja Kaporjes dessandis olles.",
VRA-0219,VRK-0941,66eabc8a2e92de098dfcb060,219,II/3,1920-03-05,"Suurtükilaew „Lembitu“ komendorile Johannes Hansu p. KIPPAR’ile, hinnates wahwust, mis Teie ülesnäitanud Tsitris, Loksal, Kundas ja Riia all dessandis olles.",
VRA-0220,VRK-2144,66eabd4e2e92de098dfced50,220,II/3,1920-03-05,"Suurtükilaew „Lembitu“ komendorile Theodor Antoni p. POTSCHEPAKIN’ile, hinnates wahwust, mis Teie ülesnäitanud Tsitris, Salmistes, Loksal, Kundas, Muhu- ja Saaremaal dessandis olles.",
VRA-0221,VRK-0953,66eabc8e2e92de098dfcb126,221,II/3,1920-03-05,"Suurtükilaew „Lembitu“ komendorile Johannes Aleksandri p. KITSEL’ile, hinnates wahwust, mis Teie ülesnäitanud Kundas, Utrias, Saaremaal, Petseris, Luuga jõesuus ja Kaporje alewi juures.",
VRA-0222,VRK-1068,66eabca32e92de098dfcb6fd,222,II/3,1920-03-05,"Suurtükilaew „Lembit’u“ komendorile Woldemar Johannese p. KOWALSKY’le, hinnates wahwust, mis Teie ülesnäitanud Kundas, Petseris, Utrias, Muhu- ja Saaremaal.",
VRA-0223,VRK-0693,66eabc5c2e92de098dfca3f3,223,II/3,1920-03-05,"Suurtükilaew „Lembitu“ komendorile Willem Augusti p. JOHANSON’ile, hinnates wahwust, mis Teie ülesnäitanud Petseris, Orawa mõisa ja küla waldamisel ja Riia linna all Düüna jõesuus.",
VRA-0224,VRK-1947,66eabd302e92de098dfce369,224,II/3,1920-03-05,"Suurtükilaew „Lembitu“ ülem-elektrikule August Jaagu p. PENT’ile, hinnates wahwust, mis Teie ülesnäitanud Kundas ja Koporjes dessandis olles.",
VRA-0225,VRK-0124,66eabbf92e92de098dfc8740,225,II/3,1920-03-05,"Suurtükilaew „Lembitu“ wanemale elektrikule Johannes Gustavi p AUS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Muhumaal, Petseris ja Marienburgi all.",
VRA-0226,VRK-2264,66eabd602e92de098dfcf36c,226,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Johannes Johani p. RODEN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Aegwiidu, Isborski, Puka ja Keeni jaamade juures.",
VRA-0227,VRK-0426,66eabc292e92de098dfc967a,227,II/3,1920-03-05,"Suurtükilaewa „Lembitu“ mereõpilasele Karl Hansu p. HABERMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Orawa, Kleimo, Madiküla, Luiska, Peipia, Sista-Palkina ja Kernowo külade juures.",
VRA-0228,VRK-1415,66eabcdc2e92de098dfcc882,228,II/3,1920-03-05,"S/l „Lembit“ mereõpilasele Albert Mihkli p. LUUKAS’ele, hinnates wahwust, mis Teie ülesnäitanud luurekäigul, wõttes wangi waenlase komissari.",
VRA-0229,VRK-0146,66eabbfc2e92de098dfc8846,229,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Georg Georgi p. BAUM’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 4 nowembril 1918 a. Tabolski juures, 19–25 nowembril 1918 a. Foraschinis ja Wõru linna all, ning Heinastes, Luuga jõesuus ja Dünamündes dessandis olles.",Täpsustus: eespool nimetatud lahingud leidsid aset aastal 1919 ja teistsugustel kuupäevadel.
VRA-0230,VRK-1052,66eabca12e92de098dfcb63a,230,II/3,1920-03-05,"Suurtükilaew „Lembitu“ wanemale masinistile Arthur Jaani p KORFF’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Narwas, Muhumaal, Saaremaal ja Petseri all.",
VRA-0231,VRK-2194,66eabd562e92de098dfcefde,231,II/3,1920-03-05,"Suurtükilaew „Lembitu“ wanemale masinistile Otto Hansu p. FROMHOLT’ile, hinnates wahwust, mis Teie ülesnäitanud Loksal, Port Kundas, Saaremaal, Petseris ja Marienburgi all.",
VRA-0232,VRK-1533,66eabcee2e92de098dfcce5a,232,II/3,1920-03-05,"Suurtükilaew „Lembitu“ wanemale kütjale August Jakobi p. MIRRING’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Tsitris, Loksal, Kundas, Waiwaras, Merekülas, Narwa-Jõesuus, Muhu- ja Saaremaal ja Petseri all.",
VRA-0233,VRK-1772,66eabd132e92de098dfcda86,233,II/3,1920-03-05,"S/l „Lembitu“ mereõpilasele Johannes OLLINO’le, hinnates wahwust, mis Teie ülesnäitanud Luugas ja Koporjes dessandis olles.",
VRA-0234,VRK-1821,66eabd1a2e92de098dfcdd13,234,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Woldemar Jaani p. PAAL’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Liiwa kõrtsi juures Põlwas, Wõnnus ja dessandis Riia all.",
VRA-0235,VRK-2952,66eabdcb2e92de098dfd1635,235,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Nikolai Jaani p. WALGE’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes Kuie, Kuksema, Wodja ja Salla mõisate juures ja Heinastes, Luugas ning Kaporjes dessandis olles.",
VRA-0236,VRK-1684,66eabd052e92de098dfcd5f5,236,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Elmar Tõnise p. NEREP’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Dünamündes ja Bolderas.",
VRA-0237,VRK-2046,66eabd402e92de098dfce83e,237,II/3,1920-03-05,"Suurtükilaewa „Lembitu“ mereõpilasele Paul Pauli p. PORRE’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes Kulgo juures, Loksal, Petseri all, Heinastes ja Luuga jõesuus.",
VRA-0238,VRK-0277,66eabc0e2e92de098dfc8edc,238,II/3,1920-03-05,"Suurtükilaewa „Lembitu“ mereõpilasele Edgar Mihkli p. EIK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Orawa küla ja Liiwa kõrtsi juures, ning Peski, Nischnaja-Luschitsa ja Kernowa külade all.",
VRA-0239,VRK-2029,66eabd3b2e92de098dfce77c,239,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Nikolai Jaani p. PÕLENDIK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Aidu mõisas, Orawa mõisa all, Heinastes ja Luuga jõesuus.",
VRA-0240,VRK-2265,66eabd602e92de098dfcf36a,240,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Nikolai Johani p. RODEN’ile, hinnates wahwust, mis Teie ülesnäitanud Priske saeweski juures, Tapa alewi waldamisel, Sangaste metsas, Isborski all ning dessandis Dwina jõesuus.",
VRA-0241,VRK-2401,66eabd742e92de098dfcfa47,241,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Johannes Johannese p. SANDBANK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus Salmiste all, Loksal ja Riia all.",
VRA-0242,VRK-2551,66eabd8a2e92de098dfd01e4,242,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Arnold Jüri p. SÕBER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 25 detsembrist 1918 a. kuni 10 aprillini 1919 a. Orina mõisas, Wodjal, Mustajõel, Kriuscha, Scherdjanka ja Prelli Henno külade, ning Haanja, Wolkowi ja Laksbergi mõisate juures.",
VRA-0243,VRK-1354,66eabcd32e92de098dfcc573,243,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Bruno Aleksandri p. LINNEBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus Schrundeni mõisa juures ja Riia all Düüna jõe ääres dessandis olles.",
VRA-0244,VRK-3025,66eabdd72e92de098dfd1a02,244,II/3,1920-03-05,"Suurtükilaew „Lembitu“mereõpilasele Helmuth Johani p. WIIBURG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Ikla küla, Luuga ja Kaporje all ning Peski, Nischnaja-Luschitsa, Krakolje, Sista ja Kernowa külade juures.",
VRA-0245,VRK-0110,66eabbf62e92de098dfc867e,245,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Aleksander Otto p. AARON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes – Orawa mõisa ja küla waldamisel, Luiska ja Ikla külade juures ning Dünamündes.",
VRA-0246,VRK-2946,66eabdca2e92de098dfd15f6,246,II/3,1920-03-05,"Suurtükilaew „Lembitu“ mereõpilasele Boris Hansu p. WALDSNEP’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes Orawa küla ja Liiwa kõrtsi juures, Petseri jaama ja alewi waldamisel, Ikla külas, Peski, Nischnaja-Licshitsa, Sista ja Kernowa külade waldamisel.",
VRA-0247,VRK-2914,66eabdc52e92de098dfd146c,247,II/3,1920-03-05,"Rannawalve-, Side- ja Päästejaamade Walitsuse nooremale alamohwitserile Ernst Johannese p. WAADER’ile, hinnates wahwust, mis Teie ülesnäitanud luurekäigul 14 detsembril 1918 a. Kundas.",
VRA-0248,VRK-1876,66eabd222e92de098dfcdfdb,248,II/3,1920-03-05,"Rannawalwe-, side- ja Päästejaamade Walitsuse 2 järgu madrusele Aleksander Peetri p. PALDMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 15 detsembril 1919 a. Kunda mõisa juures.",Täpsustus: lahing toimus 1918.
VRA-0249,VRK-0268,66eabc0e2e92de098dfc8e9e,249,II/3,1920-03-05,"Rannawalwe-, Side- ja Päästejaamade Walitsuse 2 järgu madrusele Gustaw Tooma p. EINBORN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 15 detsembril 1918 a. Kunda mõisa juures.",
VRA-0250,VRK-1073,66eabca52e92de098dfcb73d,250,II/3,1920-03-05,"Rannawalwe-, Side- ja Päästejaamade Walitsuse 2 järgu madrusele Georg Johani p. KREEKMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 15 detsembril 1918 a. Kunda mõisa juures.",
