eid,mille_eest
66d878e0f2daf46b3144f854,"6 jalawäe polgu reamehele Jaan LAAMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 1 mail 1919 a. Ruhja waldamisel ja Hinzenbergi mõisa all"
66d878dff2daf46b3144f7ca,"6 jalawäe polgu reamehele Jaan WELDEMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 27 aprillil 1919 a. Härgmäe jaama juures Tomani talus"
66d878e0f2daf46b3144f824,"6 jalawäe polgu reamehele Johannes ANDREKSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 25 aprillil 1919 a. Antretseni talus"
66d878e0f2daf46b3144f823,"6 jalawäe polgu reamehele Johannes MEIBAUM’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 25 aprillil 1919 a. Antretseni talus"
66d878e0f2daf46b3144f851,"6 jalawäe polgu reamehele Jüri SIIMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 20 juunil 1919 Koiwa jõe ääres"
66d878e0f2daf46b3144f87d,"6 jalawäe polgu reamehele Jüri TÕNISSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 14 weebruaril 1919 a. Ohle jõe ja Gentse wahel"
66d878dff2daf46b3144f7f9,"6 jalawäe polgu reamehele Karl HUNT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 16 augustil 1919 a. Podglinje küla all"
66d878e0f2daf46b3144f825,"6 jalawäe polgu reamehele Kristjan KOHW’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 30 jaanauril 1919 Piksare jaama juures"
66d878dff2daf46b3144f79c,"6 jalawäe polgu reamehele Magnus MUST’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 1 juulil 1919 a. Jegeli jõe ääres"
66d878dff2daf46b3144f79d,"6 jalawäe polgu reamehele Oskar BUSCH’ile, hinnates wahwust, mis Teie ülesnäitanud luurekäigul 6 jaanuaril 1919 a. Nugise talu juures"
66d87930f2daf46b31452902,"6 jalawäe polgu reamehele, Aleksander LILLEMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus Karwaldai mõisa all"
66d878f5f2daf46b31450525,"6 jalawäe polgu roodu ülemale alamkapten Aleksander Jüri p. KULBUSCH’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878f5f2daf46b31450552,"6 jalawäe polgu roodu ülemale leitnant Jaan KULBOCK’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878f5f2daf46b31450554,"6 jalawäe polgu roodu ülemale Paul Jaagu p. TISS’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878f5f2daf46b314504f9,"6 jalawäe polgu roodu ülemale, alamkapten Juhan Andrei p. FUKS’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878f5f2daf46b31450527,"6 jalawäe polgu roodu ülemale, kapten Georg Antoni p. LAUR’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878f5f2daf46b314504fc,"6 jalawäe polgu roodu ülemale, kapten Jaan Markuse p. LUUKAS’ele, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878f5f2daf46b31450556,"6 jalawäe polgu roodu ülemale, leitnant Osvald Märdi p. MITT’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878f5f2daf46b314504fb,"6 jalawäe polgu rooduülemale, Kapten Karl Juhani p. SOO’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878def2daf46b3144f745,"6 jalawäe polgu wabatahtlikule Peeter KOOT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 2 jaanuaril 1919 a. Woltweti mõisa juures ja 31 jaanuaril 1919 a. Piksaare juures"
66d878dff2daf46b3144f7fa,"6 jalawäe polgu wanemale alamohwitserile Jaan JAAKSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 30 juulil 1919 a. soomusauto „Wibulane“ peastmisel"
66d878def2daf46b3144f773,"6 jalawäe polgu wanemale alamohwitserile Jüri SEITAM’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 2 mail 1919 a"
66d878e0f2daf46b3144f853,"6 jalawäe polgu wanemale alamohwitserile Woldemar PILLI’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes 3 mail Salatsi alewi all ja 28 mail 1919 a. Salisburgi juures"
66d878dff2daf46b3144f7cb,"6 jalawäe polgu weltweeblile Eduard REISMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 25 juunil 1919 a. Hinzenbergi mõisa all"
66d878eef2daf46b3145011c,"6 Piiriküti pataljoni ülemale, alamkapten Wiljam Jakobi p. LIIW’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878dff2daf46b3144f7cc,"6. jalawäe polgu kapralile Johannes OTTEP’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 12 weebruaril 1919 a. Leisi talu juures"
66d878dff2daf46b3144f7f7,"6. jalawäe polgu nooremale alamohwitserile Johan KUURMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 16 augustil 1919 a. Podglinje küla all"
66d878def2daf46b3144f770,"6. jalawäe polgu wanemale alamohwitserile Eduard MEDNIS’ele, hinnates wahwust, mis Teie ülesnäitanud lahingus 26. oktoobril 1919 a. Pleino küla all"
66d878dff2daf46b3144f7f6,"6. jalawäe polgu wanemale alamohwitserile Hans KULDSEPP’ale, hinnates wahwust, mis Teie ülesnäitanud lahingus 16 augustil 1919 a. Podglinje küla all"
66d8790af2daf46b314511ce,"7 jalawäe polgu 1 pataljoni ülemale, alamleitnant Herbert Ado p. MAURER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 31 jaanuaril 1919 a. Mjassowitsi külas"
66d8790af2daf46b314511d1,"7 jalawäe polgu 1 roodu reamehele Martin Jüri p. ALT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 6 märtsil 1919 a. Boroki külas"
66d8790af2daf46b314511fc,"7 jalawäe polgu 3 roodu kapralile Otto Jaani p. PETERSON’ile, hinnates wahwust, mis Teie ülesnäitanud luurkäigul 25 märtsil 1919 a. Margo küla juures"
66d8790af2daf46b314511cf,"7 jalawäe polgu 3 roodu ülemale, lipnik Jaan Jaagu p. KADAK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 weebruaril 1919 a. Pnewo külas"
66d8790af2daf46b314511fa,"7 jalawäe polgu 3 roodu wanemale alamohwitserile Johan Mardi p. MEEKLER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 jaanuaril 1919 a. Müüsleri juures"
66d8790af2daf46b314511fe,"7 jalawäe polgu 4 roodu reamehele Erich Otto p. EIBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 4 märtsil 1919 a. Orawa mõisa all"
66d8790af2daf46b314511cd,"7 jalawäe polgu 4 roodu ülemale alamleitnant Andres Antoni p MIRKA’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 31 jaanuaril 1919 a. Kiisa ja Holwandi külade waldamisel"
66d8790af2daf46b314511fd,"7 jalawäe polgu 7 roodu ülemale lipnik Johan Mardi p WAIGO’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 9 mail 1919 a. Kalkutino küla all"
66d878e3f2daf46b3144fa70,"7 jalawäe polgu alamleitnandile Aleksander WINK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 26 septembril 1919 a. Wolkowa külas"
66d878e3f2daf46b3144fa42,"7 jalawäe polgu alamleitnandile Johannes HUSMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 23 septembril 1919 a. Slesowa küla juures"
66d878f2f2daf46b31450366,"7 jalawäe polgu alampolkownikule Paul KUNNUS’ele, hinnates wahwust, mis Teie ülenäitanud lahingus 31 augustil 1919 a. Isborski alewi all"
66d878e2f2daf46b3144f9e5,"7 jalawäe polgu kapralile August WENNIG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 22 aprillil 1919 a. Panikowitschi mõisa all"
66d878e2f2daf46b3144f98f,"7 jalawäe polgu kapralile Eduard SEKS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 28 juulil 1919 a. Gribuli küla valdamisel"
66d878e1f2daf46b3144f933,"7 jalawäe polgu kapralile Johannes KURG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus öösel 31 augustil 1919 a. Slisowo küla all"
66d878e2f2daf46b3144f9e9,"7 jalawäe polgu kapralile Karl WÄRTMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 22 aprillil 1919 a. Panikowitsi mõisa all"
66d8790af2daf46b314511d0,"7 jalawäe polgu kuulipildujate roodu ülemale, alamleitnant August Mardi p. WILLUP’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 31 jaanuaril 1919 a. Lutsu küla waldamisel ja 1 weebruaril 1919 a. Parsi mõisa juures"
66d878e3f2daf46b3144fa6c,"7 jalawäe polgu leitnandile Anton ANNI’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 nowembril 1919 a. Dubjägi külas"
66d878e2f2daf46b3144f98c,"7 jalawäe polgu nooremale alamohwitserile Aleksander ALTOF’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus jaanuari kuul 1919 a. Kolpino saarel"
66d878e2f2daf46b3144f95f,"7 jalawäe polgu nooremale alamohwitserile Aleksander TURJAKAS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 8. juunil 1919 a. Harlapkowa külas"
66d878e2f2daf46b3144f960,"7 jalawäe polgu nooremale alamohwitserile August PARTEI’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 25 juulil 1919 a. Ogurzõ ja Mihaili külade waldamisel"
66d878e1f2daf46b3144f934,"7 jalawäe polgu nooremale alamohwitserile Jüri PIKKBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 augustil 1919 a. Pletnowade ja Schary külade all"
66d878e2f2daf46b3144f9e7,"7 jalawäe polgu nooremale alamohwitserile Karl PINKA’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 nowembril 1919 a. Pentihowa ja Welikopolje külade all"
66d878e2f2daf46b3144f961,"7 jalawäe polgu nooremale alamohwitserile Oswald BRÜKKER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 3 nowembril 1919 a. Ledischi küla waldamisel"
66d878e2f2daf46b3144f9e6,"7 jalawäe polgu nooremale alamohwitserile Rudolf HAASE’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 nowembril 1919 a. Pentihowa, Mõlowa ja Welikopolje külade all"
66d878e2f2daf46b3144f9ba,"7 jalawäe polgu reamehele Johannes PENSA’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes 29 juulil 1919 a. Antonowi küla all ja 25 augistil 1919 a. Saitsewa külas"
66d878e2f2daf46b3144f9bc,"7 jalawäe polgu reamehele Johannes RUBIS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus jaanuari kuul 1919 a. Kolpino saarel"
66d878e8f2daf46b3144fd10,"7 jalawäe polgu reamehele Jüri TÕNISSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 9 mail 1919 a. Podlesje küla all"
66d878e2f2daf46b3144f962,"7 jalawäe polgu reamehele Nikolai SUITS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 nowembril 1919 a. Ledische ja Mursina külade waldamisel"
66d878e2f2daf46b3144f98e,"7 jalawäe polgu reamehele Peeter KIRT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 15 nowembril 1919 a. Belohwostowa, Gnilina, Dubjägi ja Wetoska külade juures"
66d878e2f2daf46b3144f9b9,"7 jalawäe polgu reamehele Rein TOMBERG’ile hinnates wahwust, mis Teie ülesnäitanud lahingus jaanuari kuul 1919 a. Kolpino saarel"
66d878eef2daf46b314500ed,"7 jalawäe polgu ülemale, alampolkovnik Paul-Aleksander Mihkli p. KUNNUS’ele, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878e3f2daf46b3144fa14,"7 jalawäe polgu wanemale alamohvitserile Martin REINART’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 23 septembril 1919 a. Wolkowa küla all"
66d878e2f2daf46b3144f9bb,"7 jalawäe polgu wanemale alamohwitserile Aleksander KRAMER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 26 detsembril 1918 a. Aruküla metsa all ja 15 augustil 1919 a. Kidjanka jõe ääres"
66d878e1f2daf46b3144f931,"7 jalawäe polgu wanemale alamohwitserile Johannes PENNAR’i-le, hinnates wahwust, mis Teie ülesnäitanud lahingus 17 detsembril 1919 a. Belkowa küla all"
66d878e2f2daf46b3144f98b,"7 jalawäe polgu wanemale alamohwitserile Johannes TIIDEMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 28 mail 1919 a. Scharlotenburgi mõisa juures olewa küla waldamisel"
66d878e2f2daf46b3144f98d,"7 jalawäe polgu wanemale alamohwitserile Paul NOOL’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus juuni kuul 1919 a. Harlapkowa küla waldamisel"
66d878e3f2daf46b3144fa41,"7 jalawäe polgu wanemale alamohwitserile Tõnis FELDMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 24 augustil 1919 a. Wasiljewa ja Fitjatina külade juures"
66d878e2f2daf46b3144f9e8,"7 jalawäe polgu wanemale alamohwitserile Woldemar TÕRUWERE’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 nowembril 1919 a. Schanitsa küla all"
66d878e2f2daf46b3144f95e,"7 jalawäe polgu weltweeblile Karl BERGENT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 15 nowembril 1919 a. Belohwostowa, Gnilina, Dubjagi ja Wetoska külade juures"
66d878a4f2daf46b3144d585,"8 jalawäe polgu 1 roodu reamehele Endel Peetri p. RÄTSEP’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 16 märtsil 1919 a. Zooru mõisa juures"
66d87896f2daf46b3144cd14,"8 jalawäe polgu 1 roodu reamehele Richard Hansu p. HIOB’ile, hinnates wahwust, mis Teie ülesnäitanud, kui luuramisele tuli wälja minna, olite esimene wabatahtlik ülesseandja, minnes weikese salgakese ees, julgustades alati oma kaaslasi"
66d878a4f2daf46b3144d55a,"8 jalawäe polgu 2 roodu kapralile Jüri Juhani p. UNGERSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 25 aprillil 1919 a. Rootsi küla juures"
66d878a4f2daf46b3144d529,"8 jalawäe polgu 3 roodu junkurile Eduard Heinrichi p. GOTTLOB’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 3 mail 1919 a. Juga mäel"
66d878a4f2daf46b3144d555,"8 jalawäe polgu 3 roodu weltweeblile Juhan Jaani p. JÜRGENSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 3 märtsil 1919 a. Korwenhofi mõisa juures"
66d87896f2daf46b3144cce5,"8 jalawäe polgu 4 roodu nooremale alamohwitserile Johannes Georgi p KOOW’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 23 jaanuaril 1919 a. Wana-Wooremõisa peale tungimisel, luurajate salga eesotsas olles, kus esimesena mõisa sisse tormasite, mille tagajärjel waenlane korratult taganes, püssa ja laskemoona maha jättes"
66d87896f2daf46b3144cce8,"8 jalawäe polgu 4 roodu reamehele Johannes Joosepi p. PAGAR’ile, hinnates wahwust, mis Teie ülesnäitanud kuulipilduja „Maksimi“ juhatajana igast suuremast lahingust energiliselt osa wõttes – iseäranis Käbli talu ja Wana-Laitsna mõisa juures"
66d87896f2daf46b3144cce7,"8 jalawäe polgu 5 roodu reamehele August Jaani p. MUUTRA’le, hinnates wahwust, mis Teie ülesnäitanud 23 märtsil 1919 a. Wirulase küla all"
66d878f1f2daf46b314502dc,"8 jalawäe polgu alamkaptenile Rudolf MAGER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 31 jaanuaril 1919 a. Erastwere küla juures"
66d878e1f2daf46b3144f8de,"8 jalawäe polgu alamleitnandile Jakob KUUSKMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 24 nowembril 1919 a. Dubrowka küla all"
66d878e0f2daf46b3144f881,"8 jalawäe polgu kapralile Hans TREU’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 12 augustil 1919 a. Djerkowa küla all"
66d878e1f2daf46b3144f8d9,"8 jalawäe polgu kapralile Kristjan MEISTER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 17 detsembril 1919 a. Väsna küla juures"
66d878e0f2daf46b3144f87f,"8 jalawäe polgu kapralile Woldemar WORST’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 5 nowembril 1919 a. Marienhauseni alewi all"
66d878f1f2daf46b3145030b,"8 jalawäe polgu leitnandile Emil NEUMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 12 augustil 1919 a. Djergewo külas"
66d878e1f2daf46b3144f8d7,"8 jalawäe polgu lipnikule Hans KRUUS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 17 detsembril 1919 a. Wäsna küla all"
66d878f0f2daf46b31450255,"8 jalawäe polgu nooremale alamohwitserile Wladimir SOKOLOW’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 17 detsembril 1919 a"
66d878f1f2daf46b314502de,"8 jalawäe polgu ohwitseri asetäitjale August AHAS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 25 aprillil 1919 a. Wõru-Rõuge maantee ääres"
66d878e0f2daf46b3144f8ae,"8 jalawäe polgu reamehehe Julius HORN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus nowembri kuul 1919 Kotleschi mõisa all"
66d878f0f2daf46b3145022b,"8 jalawäe polgu reamehele Aleksander PARTLAND’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 27 nowembril 1919 a. Dubrowka küla juures"
66d878e0f2daf46b3144f8ab,"8 jalawäe polgu reamehele Aleksander TOMBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 18 weebruaril 1919 a. Käbli küla all"
66d878f0f2daf46b3145022a,"8 jalawäe polgu reamehele Arnold TAMMEMÄGI’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 13 märtsil 1919 a"
66d878e8f2daf46b3144fd13,"8 jalawäe polgu reamehele Eduard KUSSAL’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 17 detsembril 1919 a. Wäsna küla juures"
66d878f0f2daf46b31450256,"8 jalawäe polgu reamehele Eduard LAMPSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 29 oktoobril 1919 a. Intritsa küla all"
66d878f0f2daf46b31450257,"8 jalawäe polgu reamehele Emilius MATTUS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 30 oktoobril 1919 a. Nastrovo küla all"
66d878f0f2daf46b31450228,"8 jalawäe polgu reamehele Gustaw JAKOBSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes – Pitalowa all ja Marienhauseni jaama waldamisel"
66d878e8f2daf46b3144fd11,"8 jalawäe polgu reamehele Gustaw KOLLOM’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 23 nowembril 1919 a. Dubrowka küla juures ja 17 detsembril 1919 a. Kõrgesoo peal"
66d878e0f2daf46b3144f8ad,"8 jalawäe polgu reamehele Heinrich REISMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus oktoobri kuul 1919 a. Berjeska küla ja Kotleschi mõisa wahel"
66d878f0f2daf46b3145022c,"8 jalawäe polgu reamehele Jaan KUUSMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 30 oktoobril 1919 a. Borisowo mõisas"
66d878e8f2daf46b3144fd0f,"8 jalawäe polgu reamehele Jaan SARW’ele, hinnates wahwust, mis Teie ülesnäitanud lahingutest 5 märtsil 1919 a. Oppekalni kiriku juures, 8 märtsil 1919 a. Rüütli küla all ja 7 aprillil 1919 a. Alska küla juures"
66d878e0f2daf46b3144f8aa,"8 jalawäe polgu reamehele Jaan SUUR’ele, hinnates wahwust, mis Teie ülesnäitanud lahingus 18 detsembril 1919 a. Wäsna küla all"
66d878e1f2daf46b3144f8dc,"8 jalawäe polgu reamehele Jaan URTIN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 29 oktoobril 1919 a. Sardewo küla waldamisel"
66d878f0f2daf46b31450282,"8 jalawäe polgu reamehele Jakob PLOOM’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 18 oktoobril 1919 a. Kosino küla juures"
66d878e0f2daf46b3144f8ac,"8 jalawäe polgu reamehele Johannes PUKK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 1919 a. metsawahi maja juures"
66d878f0f2daf46b31450259,"8 jalawäe polgu reamehele Konstantin TIISFELDT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 30 oktoobril 1919 a. Teppenitsa külas"
66d878e1f2daf46b3144f8d8,"8 jalawäe polgu reamehele Nikolai PÄRNPUU’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 29 oktoobril 1919 a. Ugly küla all"
66d878f0f2daf46b31450229,"8 jalawäe polgu reamehele Peeter LIPS’ile, hinnates wahwust, mis Teie ülesnäitanud luurekäigul 30 oktoobril 1919 a. waenlase selja taga"
66d878f5f2daf46b31450553,"8 jalawäe polgu roodu ülemale, alamkapten Richard Mardi p AKS’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878f5f2daf46b31450581,"8 jalawäe polgu roodu ülemale, leitnant Karl-Robert Samueli p. KERBERG’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878f5f2daf46b31450555,"8 jalawäe polgu rooduülemale leitnant Paul Gustawi p. LISTAKIND’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d87896f2daf46b3144cce9,"8 jalawäe polgu tööroodu reamehele Eduard Mihkli p. LEHTMETS’a-le, hinnates wahwust, mis Teie ülesnäitanud 30 jaanuaril 1919 a. Loku kõrtsi juures"
66d87896f2daf46b3144cce6,"8 jalawäe polgu tööroodu reamehele Feodor Iwani p IWANOW’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 16 jaanuaril 1919 a. Reola mõisa all, kus waenlase marulise tule all tõi raskesti haawatud leitnant Novoschilowi warjulisse kohta"
66d8792bf2daf46b3145268d,"8 jalawäe polgu ülemale, Alampolkownik Otto STERNBECK’i-le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel 8 jalawäe polgu organiseerimisel, korraldamisel ja juhatamisel"
66d878e0f2daf46b3144f883,"8 jalawäe polgu wanemale alamohwitserile Peeter PALMENSTRAUCH’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 17 märtsil 1919 a. Krabi mõisa all"
66d878f0f2daf46b31450258,"8 jalawäe polgu wanemallohwitser Mihkel PENT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 2 oktoobril 1919 a. Intsitsa küla juures"
66d878eef2daf46b3145011d,"8 Piiriküti pataljoni nooremale ohwitserile, Leitnant Leonhard Karli p. OESSO’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös"
66d878acf2daf46b3144d9be,"9 jalawäe polgu 10 roodu kapralile Aleksei Konstantini p. TRUMM’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 9 detsembril 1919 a. Koschkino küla all"
66d878acf2daf46b3144d9ba,"9 jalawäe polgu 10 roodu kapralile August Jaani p. KASK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 28 detsembril 1919 a. Sala küla all"
66d878acf2daf46b3144d9bb,"9 jalawäe polgu 10 roodu kapralile Juhan Jüri p. PISTMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 8 detsembril 1919 a. Koschkino küla all"
66d878acf2daf46b3144d9bc,"9 jalawäe polgu 10 roodu kapralile Rudolf Jaani p. BACHMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 8 detsembril 1919 a. Koschkino küla all"
66d878acf2daf46b3144d9bd,"9 jalawäe polgu 10 roodu reamehele Jaan PRAOSK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 8 detsembril 1919 a. Roschkino küla all"
66d878a4f2daf46b3144d5b3,"9 jalawäe polgu 5 roodu kapralile Paul Jaani p. LAURITS’ile, hinnates wahwust, mis Teie ülesnäitanud Bulleni lahingus 20 juunil 1919 a. 30 juunil 1919 a., Koiwa jõe ääres ja 17 detsembril 1919 a. Dubrowka küla all"
66d878a4f2daf46b3144d5b0,"9 jalawäe polgu 5 roodu nooremale alamohwitserile Herbert Peetri p. KÄIGE’le, hinnates wahwust, mis Teie ülesnäitanud lahingus Landeswehri wastu 30 juunil 1919 a. Ringenbergi wallamaja juures"
66d878a4f2daf46b3144d5b2,"9 jalawäe polgu 5 roodu nooremale alamohwitserile Jakob Jaagu p. JAKOWI’le, hinnates wahwust, mis Teie ülesnäitanud Bulleni lahingus 20 juunil 1919 a. ja Koiwa jõe ääres Ringenbergi lahingus"
66d878abf2daf46b3144d98f,"9 jalawäe polgu 9 roodu kapralile Johannes Tõnise p. WARDJA’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 17 detsembril 1919 a. Sala küla waldamisel"
66d878abf2daf46b3144d98d,"9 jalawäe polgu 9 roodu nooremale alamohwitserile Aleksander Miina p. WALGE’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 14 detsembril 1919 a. Koschkino küla all"
66d878abf2daf46b3144d936,"9 jalawäe polgu 9 roodu nooremale alamohwitserile Jakob Jüri p. AAREN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 14 detsembril 1919 a. Koschkino küla all"
66d878abf2daf46b3144d964,"9 jalawäe polgu 9 roodu nooremale alamohwitserile Nikolai Marguse p. TURI’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 14 detsembril 1919 a. Koschkino küla all"
66d878abf2daf46b3144d962,"9 jalawäe polgu 9 roodu nooremale alamohwitserile Rudolf Priidiku p. REPNAU’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 14 detsembril 1919 a. Koschkino küla all"
66d878abf2daf46b3144d991,"9 jalawäe polgu 9 roodu reamehele Johannes Jüri p. OTSMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 17 detsembril 1919 a. Sala küla waldamisel"
66d878abf2daf46b3144d98e,"9 jalawäe polgu 9 roodu reamehele Karl Gustawi p. LIIWAMÄGI’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 17 detsembril 1919 a. Sala küla waldamisel"
