Kavaler_EID,Surname,Forename,Name
66d84c46f2daf46b3144245c,STEPANOV,Gavril,"STEPANOV, Gavril"
66d84c46f2daf46b3144245a,PAVLOV,Dimitri,"PAVLOV, Dimitri"
66d84c46f2daf46b3144245b,PAURMAN,Eduard,"PAURMAN, Eduard"
66d84c46f2daf46b3144247c,ORAV,Gustav,"ORAV, Gustav"
66d84c46f2daf46b3144247b,PARVING,Karl,"PARVING, Karl"
66d84c46f2daf46b3144247f,LAVRENTJEV,Egor,"LAVRENTJEV, Egor"
66d84c46f2daf46b3144247e,OJAMAA,Aleksander,"OJAMAA, Aleksander"
66d84c46f2daf46b3144247d,MARGUSTE,Eduard,"MARGUSTE, Eduard"
66d84c47f2daf46b314424a0,TASUJA,Jaanus,"TASUJA, Jaanus"
66d84c47f2daf46b314424a2,KOLDE,Friedrich-Johannes,"KOLDE, Friedrich-Johannes"
66d84c47f2daf46b3144249f,PIHLAK,Aleksander,"PIHLAK, Aleksander"
66d84c47f2daf46b3144249e,RAUDJAS,Mihkel,"RAUDJAS, Mihkel"
66d84c47f2daf46b314424a1,JÜRISSON,Johannes,"JÜRISSON, Johannes"
66d84c47f2daf46b314424c1,TAMMELEHT,Jüri,"TAMMELEHT, Jüri"
66d84c47f2daf46b314424c2,PAESÜLD,Herman,"PAESÜLD, Herman"
66d84c47f2daf46b314424c5,KAASIK,Priidu,"KAASIK, Priidu"
66d84c47f2daf46b314424c4,VOKK,Oskar,"VOKK, Oskar"
66d84c47f2daf46b314424c3,NEIGARDT,Arnold,"NEIGARDT, Arnold"
66d84c47f2daf46b314424e8,PAULUS,Karl-Aleksander,"PAULUS, Karl-Aleksander"
66d84c47f2daf46b314424e5,SÕSTER,Aleksander-Eduard,"SÕSTER, Aleksander-Eduard"
66d84c47f2daf46b314424e6,FUKS,Vladimir,"FUKS, Vladimir"
66d84c47f2daf46b314424e7,TOMSON,Arthur,"TOMSON, Arthur"
66d84c47f2daf46b314424e4,ENOK,August,"ENOK, August"
66d84c48f2daf46b3144250b,MÄTLIK,Arnold-Ervin,"MÄTLIK, Arnold-Ervin"
66d84c48f2daf46b31442507,LEPIST,Johannes-Friedrich,"LEPIST, Johannes-Friedrich"
66d84c48f2daf46b3144250a,MULLART,Michail-Johann,"MULLART, Michail-Johann"
66d84c48f2daf46b31442509,MULLARI,Raiu,"MULLARI, Raiu"
66d84c48f2daf46b31442508,VALGE,Gustav,"VALGE, Gustav"
66d84c48f2daf46b3144252a,STERN,Alfred-Johannes,"STERN, Alfred-Johannes"
66d84c48f2daf46b31442533,JOONET,Alfred-Evald,"JOONET, Alfred-Evald"
66d84c48f2daf46b3144252b,KORK,Jüri,"KORK, Jüri"
66d84c48f2daf46b31442532,NAISTEM,Voldemar,"NAISTEM, Voldemar"
66d84c48f2daf46b3144252c,KLESMENT,Nikolai,"KLESMENT, Nikolai"
66d84c48f2daf46b31442551,KANGRO,Gottfried-Roman,"KANGRO, Gottfried-Roman"
66d84c48f2daf46b31442550,RAE,Jako,"RAE, Jako"
66d84c48f2daf46b3144254f,VILTA,Karl-Erich-Sergius,"VILTA, Karl-Erich-Sergius"
66d84c48f2daf46b3144254d,SÕSTER,Mart,"SÕSTER, Mart"
66d84c48f2daf46b3144254e,SEITON,Voldemar,"SEITON, Voldemar"
66d84c49f2daf46b31442574,KARUMETS,Mart,"KARUMETS, Mart"
66d84c49f2daf46b31442570,REBAST,Arnold-Johannes,"REBAST, Arnold-Johannes"
66d84c49f2daf46b31442573,ROOSSAAR,Aleksander-Osvald,"ROOSSAAR, Aleksander-Osvald"
66d84c49f2daf46b31442572,RÄHNI,Ernst-Voldemar,"RÄHNI, Ernst-Voldemar"
66d84c49f2daf46b31442571,KITSING,Richard,"KITSING, Richard"
66d84c49f2daf46b31442597,EESTLEOL,Jüri,"EESTLEOL, Jüri"
66d84c49f2daf46b31442595,KALTER,Johannes,"KALTER, Johannes"
66d84c49f2daf46b31442594,ALLIKAS,Johannes-Eduard,"ALLIKAS, Johannes-Eduard"
66d84c49f2daf46b31442593,TAARMA,Heinrich-Aleksander,"TAARMA, Heinrich-Aleksander"
66d84c49f2daf46b31442596,VAHI,Roman-Heinrich,"VAHI, Roman-Heinrich"
66d84c49f2daf46b314425b7,MEERPUU,Aleksander,"MEERPUU, Aleksander"
66d84c49f2daf46b314425b6,HOLM,Harald-Matthias,"HOLM, Harald-Matthias"
66d84c49f2daf46b314425b9,POOPUU,Johannes,"POOPUU, Johannes"
66d84c49f2daf46b314425b8,SINKA,Arnold,"SINKA, Arnold"
66d84c49f2daf46b314425ba,ANNUK,Otto,"ANNUK, Otto"
66d84c49f2daf46b314425dd,IVAND,Karl,"IVAND, Karl"
66d84c49f2daf46b314425da,SUURSEPP,Eduard,"SUURSEPP, Eduard"
66d84c49f2daf46b314425db,RIIVES,Rudolf,"RIIVES, Rudolf"
66d84c49f2daf46b314425dc,KUSLAP,Rudolf,"KUSLAP, Rudolf"
66d84c49f2daf46b314425d9,SUBBI,Johannes,"SUBBI, Johannes"
66d84c4af2daf46b314425ff,NIIT,Evart,"NIIT, Evart"
66d84c4af2daf46b314425fd,KASK,Vassili,"KASK, Vassili"
66d84c4af2daf46b31442600,SOODLA,Johannes,"SOODLA, Johannes"
66d84c4af2daf46b314425fc,KÕIV,Julius-Rudolf,"KÕIV, Julius-Rudolf"
66d84c4af2daf46b314425fe,SEPP,Heinrich,"SEPP, Heinrich"
66d84c4af2daf46b31442621,EINSILD,Uudo Alexandre,"EINSILD, Uudo Alexandre"
66d84c4af2daf46b31442620,MÄND,Hugo,"MÄND, Hugo"
66d84c4af2daf46b31442622,JUNTS,August-Johannes,"JUNTS, August-Johannes"
66d84c4af2daf46b3144261f,JAAGURA,Mart,"JAAGURA, Mart"
66d84c4af2daf46b31442623,VÄÄRTNÕU,Andrei,"VÄÄRTNÕU, Andrei"
66d84c4af2daf46b31442645,VAINO,Paul-Eduard,"VAINO, Paul-Eduard"
66d84c4af2daf46b31442642,ALEKAND,Richard,"ALEKAND, Richard"
66d84c4af2daf46b31442644,MEIDLA,Teodor-Rudolf,"MEIDLA, Teodor-Rudolf"
66d84c4af2daf46b31442643,KAAL,Karl,"KAAL, Karl"
66d84c4af2daf46b31442646,KATTEL,Voldemar,"KATTEL, Voldemar"
66d84c4bf2daf46b31442666,KIILI,August,"KIILI, August"
66d84c4bf2daf46b31442665,SIIDER,August,"SIIDER, August"
66d84c4bf2daf46b31442668,OLEV,Jaan,"OLEV, Jaan"
66d84c4bf2daf46b31442667,HAINSALU,Johannes,"HAINSALU, Johannes"
66d84c4bf2daf46b31442669,KUKK,Peeter,"KUKK, Peeter"
66d84c4bf2daf46b3144268d,LIBLIK,August,"LIBLIK, August"
66d84c4bf2daf46b3144268c,LUKK,Herbert-Peeter,"LUKK, Herbert-Peeter"
66d84c4bf2daf46b3144268f,TARAS,Johannes,"TARAS, Johannes"
66d84c4bf2daf46b31442688,RAADIK,Jaagup,"RAADIK, Jaagup"
66d84c4bf2daf46b31442689,SAAREMAA,Johannes,"SAAREMAA, Johannes"
66d84c4bf2daf46b314426ab,VOITKA,August,"VOITKA, August"
66d84c4bf2daf46b314426ac,TUPITS,Heinrich,"TUPITS, Heinrich"
66d84c4bf2daf46b314426ad,KALM,Kaarel-Johannes,"KALM, Kaarel-Johannes"
66d84c4bf2daf46b314426ae,JAAGO,Arnold,"JAAGO, Arnold"
66d84c4bf2daf46b314426af,RANDMETS,Voldemar,"RANDMETS, Voldemar"
66d84c4bf2daf46b314426d0,PIKAT,Aleksander,"PIKAT, Aleksander"
66d84c4bf2daf46b314426d2,TEETS,Valter-Friedrich,"TEETS, Valter-Friedrich"
66d84c4bf2daf46b314426cf,SIMONSSON,Anton,"SIMONSSON, Anton"
66d84c4bf2daf46b314426ce,NUUT,Villem,"NUUT, Villem"
66d84c4bf2daf46b314426d1,MITT,Johann,"MITT, Johann"
66d84c4cf2daf46b314426f5,LIIS,August,"LIIS, August"
66d84c4cf2daf46b314426f3,PUSS,Rudolf,"PUSS, Rudolf"
66d84c4cf2daf46b314426f2,LINDE,Aleksander-August,"LINDE, Aleksander-August"
66d84c4cf2daf46b314426f1,FALTIS,Hermann,"FALTIS, Hermann"
66d84c4cf2daf46b314426f4,MÄNNIK,Elmar-Friedrich,"MÄNNIK, Elmar-Friedrich"
66d84c4cf2daf46b31442716,KÜHN,Oskar Jakob,"KÜHN, Oskar Jakob"
66d84c4cf2daf46b31442714,EICHBAUM,Aleksander,"EICHBAUM, Aleksander"
66d84c4cf2daf46b31442717,PASS,Teodor,"PASS, Teodor"
66d84c4cf2daf46b31442715,TAMME,Anton,"TAMME, Anton"
66d84c4cf2daf46b31442719,LUBI,Jüri,"LUBI, Jüri"
66d84c4cf2daf46b3144273c,TÕKKE,Johannes,"TÕKKE, Johannes"
66d84c4cf2daf46b31442739,PURGA,Juhan,"PURGA, Juhan"
66d84c4cf2daf46b31442737,JAANSO,Otto,"JAANSO, Otto"
66d84c4cf2daf46b3144273d,REBANE,Hans,"REBANE, Hans"
66d84c4cf2daf46b31442738,PAJUSOO,Oskar,"PAJUSOO, Oskar"
66d84c4cf2daf46b3144275c,DUTŠINSKI,Nikolai-Ferdinand,"DUTŠINSKI, Nikolai-Ferdinand"
66d84c4cf2daf46b3144275d,MÜÜR,Paul,"MÜÜR, Paul"
66d84c4cf2daf46b3144275a,BRAHMANN,Adolf,"BRAHMANN, Adolf"
66d84c4cf2daf46b3144275b,UUK,Aleksander,"UUK, Aleksander"
66d84c4cf2daf46b3144275e,LEPPIK,Jaan,"LEPPIK, Jaan"
66d84c4df2daf46b31442781,PALTSON,Aleksander-Georg,"PALTSON, Aleksander-Georg"
66d84c4df2daf46b3144277d,SEPP,Artur,"SEPP, Artur"
66d84c4df2daf46b3144277e,LIIV,Hans,"LIIV, Hans"
66d84c4df2daf46b31442780,MIHK,Rudolf,"MIHK, Rudolf"
66d84c4df2daf46b31442782,SILM,Johannes,"SILM, Johannes"
66d84c4df2daf46b314427a3,KASEPALU,Friedrich-Roman,"KASEPALU, Friedrich-Roman"
66d84c4df2daf46b314427a0,KRUUSEMENT,Peeter,"KRUUSEMENT, Peeter"
66d84c4df2daf46b314427a5,VAGGUR,Johannes,"VAGGUR, Johannes"
66d84c4df2daf46b314427a1,KIIGEMAA,Aleksander,"KIIGEMAA, Aleksander"
66d84c4df2daf46b314427a2,PALM,Priidik,"PALM, Priidik"
66d84c4df2daf46b314427c5,UMB,Andrei,"UMB, Andrei"
66d84c4df2daf46b314427c6,RAUDKIVI,Jaan,"RAUDKIVI, Jaan"
66d84c4df2daf46b314427c3,NAUMANN,Jaan,"NAUMANN, Jaan"
66d84c4df2daf46b314427c4,KURIK,August,"KURIK, August"
66d84c4df2daf46b314427c7,TAMBEK,Johannes,"TAMBEK, Johannes"
66d84c4df2daf46b314427e9,NESTRA,Alfred-Julius,"NESTRA, Alfred-Julius"
66d84c4df2daf46b314427e7,MILLER,Reinhold,"MILLER, Reinhold"
66d84c4df2daf46b314427e8,LEISK,August,"LEISK, August"
66d84c4df2daf46b314427e6,HENNO,Johan,"HENNO, Johan"
66d84c4df2daf46b314427ea,SÖÖT,Johannes-Robert,"SÖÖT, Johannes-Robert"
66d84c4ef2daf46b3144280b,PARTS,Aleksander,"PARTS, Aleksander"
66d84c4ef2daf46b3144280d,GRÖÖN,Eduard,"GRÖÖN, Eduard"
66d84c4ef2daf46b3144280a,TIMPSON,Hans,"TIMPSON, Hans"
66d84c4ef2daf46b3144280e,LETTENS,Hindrik,"LETTENS, Hindrik"
66d84c4ef2daf46b31442809,KALLMANN,Jüri,"KALLMANN, Jüri"
66d84c4ef2daf46b3144282f,KUUSK,Hans,"KUUSK, Hans"
66d84c4ef2daf46b3144282c,RUDISSAAR,Samuel,"RUDISSAAR, Samuel"
66d84c4ef2daf46b31442830,GRÜNBERG,Jüri,"GRÜNBERG, Jüri"
66d84c4ef2daf46b3144282d,PLINK,Karl,"PLINK, Karl"
66d84c4ef2daf46b3144282e,KULLASEPP,Martin,"KULLASEPP, Martin"
66d84c4ef2daf46b31442851,KONKS,Aleksander,"KONKS, Aleksander"
66d84c4ef2daf46b3144284f,ANNISTE,Johannes,"ANNISTE, Johannes"
66d84c4ef2daf46b31442854,RAJATAMM,Karl,"RAJATAMM, Karl"
66d84c4ef2daf46b31442850,ADER,Rudolf,"ADER, Rudolf"
66d84c4ef2daf46b31442852,PLAKSO,Bernhard,"PLAKSO, Bernhard"
66d84c4ef2daf46b31442874,LOORITS,Gustav,"LOORITS, Gustav"
66d84c4ef2daf46b31442875,HÖDREJÄRV,Ferdinand,"HÖDREJÄRV, Ferdinand"
66d84c4ef2daf46b31442872,LUTSAR,Julius,"LUTSAR, Julius"
66d84c4ef2daf46b31442873,LÕOKENE,Aleksander,"LÕOKENE, Aleksander"
66d84c4ef2daf46b31442879,HINTO,Arved,"HINTO, Arved"
66d84c4ff2daf46b31442895,TIIRMANN,Theodor,"TIIRMANN, Theodor"
66d84c4ff2daf46b31442899,KOKK,Oskar,"KOKK, Oskar"
66d84c4ff2daf46b31442897,KAUP,Jaan,"KAUP, Jaan"
66d84c4ff2daf46b31442896,PANKSEPP,Rudolf,"PANKSEPP, Rudolf"
66d84c4ff2daf46b31442898,PRIKS,Paul,"PRIKS, Paul"
66d84c50f2daf46b314428b9,MÕTTUS,Aleksander,"MÕTTUS, Aleksander"
66d84c50f2daf46b314428b8,VEIGEL,Karl,"VEIGEL, Karl"
66d84c50f2daf46b314428ba,SÕRM,Eduard,"SÕRM, Eduard"
66d84c50f2daf46b314428bc,URM,Eduard,"URM, Eduard"
66d84c50f2daf46b314428bb,MEET,Märt,"MEET, Märt"
66d84c51f2daf46b314428df,LENDER,Jaan,"LENDER, Jaan"
66d84c50f2daf46b314428db,KOTTISE,August,"KOTTISE, August"
66d84c50f2daf46b314428dc,KINK,Hans,"KINK, Hans"
66d84c50f2daf46b314428dd,UUSÕUE,August-Bartholomeus,"UUSÕUE, August-Bartholomeus"
66d84c50f2daf46b314428de,PRINTSMANN,Jüri,"PRINTSMANN, Jüri"
66d84c51f2daf46b31442900,KONGO,Oskar,"KONGO, Oskar"
66d84c51f2daf46b314428ff,OJASTE,Eduard,"OJASTE, Eduard"
66d84c51f2daf46b314428fe,TREUMUTH,Jaan,"TREUMUTH, Jaan"
66d84c51f2daf46b31442902,MATSALO,Ants,"MATSALO, Ants"
66d84c51f2daf46b31442901,KULASALU,August,"KULASALU, August"
66d84c51f2daf46b31442922,SOONPÄÄ,Karl-Johannes,"SOONPÄÄ, Karl-Johannes"
66d84c51f2daf46b31442921,KAASIK,Leonhard-Karl,"KAASIK, Leonhard-Karl"
66d84c51f2daf46b31442923,KASS,Peeter,"KASS, Peeter"
66d84c51f2daf46b31442924,SAAR,Julius,"SAAR, Julius"
66d84c51f2daf46b31442926,REINOT,Johannes-Hendrik,"REINOT, Johannes-Hendrik"
66d84c52f2daf46b31442944,RANDMÄE,Eduard,"RANDMÄE, Eduard"
66d84c52f2daf46b31442947,KUKK,Eduard,"KUKK, Eduard"
66d84c52f2daf46b31442945,PÕDRA,Alexander,"PÕDRA, Alexander"
66d84c52f2daf46b31442946,ÕUNAP,Paul,"ÕUNAP, Paul"
66d84c52f2daf46b31442948,PÕLDOJA,Villem,"PÕLDOJA, Villem"
66d84c53f2daf46b31442967,TIIDO,Ernst-August,"TIIDO, Ernst-August"
66d84c53f2daf46b31442969,VUKS,Albert-Voldemar,"VUKS, Albert-Voldemar"
66d84c53f2daf46b3144296a,MANGLUS,Arnold-Johannes,"MANGLUS, Arnold-Johannes"
66d84c53f2daf46b31442968,TOOM,Peeter-Eduard,"TOOM, Peeter-Eduard"
66d84c53f2daf46b3144296b,SEPP,Aleksander-Paul,"SEPP, Aleksander-Paul"
66d84c53f2daf46b3144298e,SEER,Johannes,"SEER, Johannes"
66d84c53f2daf46b3144298d,PÕDER,Voldemar,"PÕDER, Voldemar"
66d84c53f2daf46b3144298b,PADAR,Artur,"PADAR, Artur"
66d84c53f2daf46b3144298c,MÄNDMETS,Karl-Georg,"MÄNDMETS, Karl-Georg"
66d84c53f2daf46b3144298f,HURT,Richard,"HURT, Richard"
66d84c54f2daf46b314429b2,REINBUSCH,Johannes,"REINBUSCH, Johannes"
66d84c54f2daf46b314429ae,PETERSELL,Jakob,"PETERSELL, Jakob"
66d84c54f2daf46b314429b0,KASK,Otto,"KASK, Otto"
66d84c54f2daf46b314429af,SOOARU,August-Eduard-Robert,"SOOARU, August-Eduard-Robert"
66d84c54f2daf46b314429b1,PÄLL,Johannes,"PÄLL, Johannes"
66d84c54f2daf46b314429d3,MARTIN,Franz-Heinrich,"MARTIN, Franz-Heinrich"
66d84c54f2daf46b314429d2,TAMSALU,August,"TAMSALU, August"
66d84c54f2daf46b314429d5,PAIA,August,"PAIA, August"
66d84c54f2daf46b314429d7,SIILBAUM,Karl,"SIILBAUM, Karl"
66d84c54f2daf46b314429d4,NIGUL,Jüri,"NIGUL, Jüri"
66d84c54f2daf46b314429f6,MÜLLERSON,Elmar,"MÜLLERSON, Elmar"
66d84c54f2daf46b314429f9,MUTLI,Johannes,"MUTLI, Johannes"
66d84c54f2daf46b314429f5,TAMME,Jaan,"TAMME, Jaan"
66d84c54f2daf46b314429f7,KUKK,Arne,"KUKK, Arne"
66d84c54f2daf46b314429f8,REIM,August,"REIM, August"
66d84c55f2daf46b31442a19,NIGGOL,Richard,"NIGGOL, Richard"
66d84c55f2daf46b31442a18,VIRKMANN,Arnold-Adalbert,"VIRKMANN, Arnold-Adalbert"
66d84c55f2daf46b31442a1a,SOMMER,August,"SOMMER, August"
66d84c55f2daf46b31442a1b,LEPPIK,August,"LEPPIK, August"
66d84c55f2daf46b31442a1c,TOOTSI,Albert-Aleksander,"TOOTSI, Albert-Aleksander"
66d84c55f2daf46b31442a3b,SIIBER,Karl,"SIIBER, Karl"
66d84c55f2daf46b31442a3e,SAVI,Johannes,"SAVI, Johannes"
66d84c55f2daf46b31442a3d,SAMAJEV,Herman,"SAMAJEV, Herman"
66d84c55f2daf46b31442a3c,AASMA,Juhan,"AASMA, Juhan"
66d84c55f2daf46b31442a3f,TÕNTS,Aleksander,"TÕNTS, Aleksander"
66d84c55f2daf46b31442a5f,MUTS,Aleksander,"MUTS, Aleksander"
66d84c55f2daf46b31442a5e,MÄGI,August,"MÄGI, August"
66d84c55f2daf46b31442a62,LINDUS,Johannes,"LINDUS, Johannes"
66d84c55f2daf46b31442a60,LEITMA,Jaan,"LEITMA, Jaan"
66d84c55f2daf46b31442a61,STAMM,Karl,"STAMM, Karl"
66d84c55f2daf46b31442a84,AVISTE,Johannes,"AVISTE, Johannes"
66d84c55f2daf46b31442a81,ERSCHKE,Aleksander,"ERSCHKE, Aleksander"
66d84c55f2daf46b31442a82,TEPPAN,Karl,"TEPPAN, Karl"
66d84c55f2daf46b31442a83,VILLMANN,Johannes,"VILLMANN, Johannes"
66d84c55f2daf46b31442a85,KAIO,Karl,"KAIO, Karl"
66d84c56f2daf46b31442aab,JÜRNA,Johannes-Aleksander,"JÜRNA, Johannes-Aleksander"
66d84c56f2daf46b31442aa6,KAASIK,August,"KAASIK, August"
66d84c56f2daf46b31442aa4,KLAUDIUS,Jüri,"KLAUDIUS, Jüri"
66d84c56f2daf46b31442aa8,RUSI,Johannes,"RUSI, Johannes"
66d84c56f2daf46b31442aa7,SELL,Aksel-Johannes,"SELL, Aksel-Johannes"
66d84c56f2daf46b31442acb,LOORITS,Villem,"LOORITS, Villem"
66d84c56f2daf46b31442ac7,KRUUS,Jaan,"KRUUS, Jaan"
66d84c56f2daf46b31442ac9,SEPLING,Boris-Aleksander,"SEPLING, Boris-Aleksander"
66d84c56f2daf46b31442ac8,MÄHAR,Jakob,"MÄHAR, Jakob"
66d84c56f2daf46b31442aca,TREIMUTH,Rodion,"TREIMUTH, Rodion"
66d84c56f2daf46b31442aeb,HELJUSTE,Jaan,"HELJUSTE, Jaan"
66d84c56f2daf46b31442aea,TRIIK,Paul-Villiam,"TRIIK, Paul-Villiam"
66d84c56f2daf46b31442aec,LEETUS,Karl,"LEETUS, Karl"
66d84c56f2daf46b31442aee,RUUS,Juhan,"RUUS, Juhan"
66d84c56f2daf46b31442aed,KASSUK,Eduard-Ernst,"KASSUK, Eduard-Ernst"
66d84c57f2daf46b31442b11,ANDRESSON,Andres,"ANDRESSON, Andres"
66d84c57f2daf46b31442b0d,HOOK,Reinhold,"HOOK, Reinhold"
66d84c57f2daf46b31442b0f,HUSSAR,August,"HUSSAR, August"
66d84c57f2daf46b31442b0e,LIND,Aleksander,"LIND, Aleksander"
66d84c57f2daf46b31442b10,TÄHNAS,Tõnis,"TÄHNAS, Tõnis"
66d84c57f2daf46b31442b33,JAANUS,Karl,"JAANUS, Karl"
66d84c57f2daf46b31442b30,SÖDERHOLM,Johannes,"SÖDERHOLM, Johannes"
66d84c57f2daf46b31442b32,KASAK,August,"KASAK, August"
66d84c57f2daf46b31442b31,HUSSAR,Jaan,"HUSSAR, Jaan"
66d84c57f2daf46b31442b35,KOTTISE,Julius,"KOTTISE, Julius"
66d84c58f2daf46b31442b57,PEDOSK,Oskar,"PEDOSK, Oskar"
66d84c58f2daf46b31442b53,TARTOV,Hans,"TARTOV, Hans"
66d84c58f2daf46b31442b56,OTSING,Osvald,"OTSING, Osvald"
66d84c58f2daf46b31442b54,MANDEL,August,"MANDEL, August"
66d84c58f2daf46b31442b55,ORAV,Juhan,"ORAV, Juhan"
66d84c59f2daf46b31442b78,LUIK,Voldemar,"LUIK, Voldemar"
66d84c59f2daf46b31442b76,PÄÄSUKE,Jaan,"PÄÄSUKE, Jaan"
66d84c59f2daf46b31442b77,MURUMAA,August,"MURUMAA, August"
66d84c59f2daf46b31442b7a,ILMET,Salme,"ILMET, Salme"
66d84c59f2daf46b31442b79,KUKK,Mihkel,"KUKK, Mihkel"
66d84c5af2daf46b31442b9d,ANT,Jakob,"ANT, Jakob"
66d84c5af2daf46b31442b99,OTTI,Peeter,"OTTI, Peeter"
66d84c5af2daf46b31442b9b,PÄSNA,Jaan,"PÄSNA, Jaan"
66d84c5af2daf46b31442b9a,VARES,Paul,"VARES, Paul"
66d84c5af2daf46b31442b9c,KORJUS,Karel-Adolf,"KORJUS, Karel-Adolf"
66d84c5bf2daf46b31442bbf,SAMMA,Johannes,"SAMMA, Johannes"
66d84c5bf2daf46b31442bbd,KAUTS,Gustav,"KAUTS, Gustav"
66d84c5bf2daf46b31442bbc,VÄHI,Mihkel,"VÄHI, Mihkel"
66d84c5bf2daf46b31442bbe,REBANE,August,"REBANE, August"
66d84c5bf2daf46b31442bc0,KANGER,Karl,"KANGER, Karl"
66d84c5bf2daf46b31442be8,LINNAMÄGI,Karl,"LINNAMÄGI, Karl"
66d84c5bf2daf46b31442be6,KEERD,Karl-Eduard,"KEERD, Karl-Eduard"
66d84c5bf2daf46b31442be9,MÄND,Julius,"MÄND, Julius"
66d84c5bf2daf46b31442beb,MOORA,Harri,"MOORA, Harri"
66d84c5bf2daf46b31442be7,SÜTT,Johan,"SÜTT, Johan"
66d84c5df2daf46b31442c0b,OJA,Andreas,"OJA, Andreas"
66d84c5df2daf46b31442c0c,KRUUSA,Voldemar,"KRUUSA, Voldemar"
66d84c5df2daf46b31442c09,DUNKEL,Johannes,"DUNKEL, Johannes"
66d84c5df2daf46b31442c0d,SIILAK,Paul,"SIILAK, Paul"
66d84c5df2daf46b31442c0a,PEDOSK,Friedrich,"PEDOSK, Friedrich"
66d84c5df2daf46b31442c2f,TOIMETA,Eduard-Julius,"TOIMETA, Eduard-Julius"
66d84c5df2daf46b31442c2d,LÕÕNDRE,Julius,"LÕÕNDRE, Julius"
66d84c5df2daf46b31442c30,SANG,Hans,"SANG, Hans"
66d84c5df2daf46b31442c2c,TINA,Johannes-Valter,"TINA, Johannes-Valter"
66d84c5df2daf46b31442c2e,HARJAKAS,Hans,"HARJAKAS, Hans"
66d84c5ff2daf46b31442c50,SAAREPERE,Voldemar-Heinrich,"SAAREPERE, Voldemar-Heinrich"
66d84c5ff2daf46b31442c51,BUSCH,Johannes-Adolf-Heinrich,"BUSCH, Johannes-Adolf-Heinrich"
66d84c5ff2daf46b31442c55,KINDLAM,Theodor-Friedrich,"KINDLAM, Theodor-Friedrich"
66d84c5ff2daf46b31442c5a,JAGOMÄE,Karl-Robert,"JAGOMÄE, Karl-Robert"
66d84c5ff2daf46b31442c54,AUD,Otto-Mihail,"AUD, Otto-Mihail"
66d84c61f2daf46b31442c77,LAINE,Karl,"LAINE, Karl"
66d84c61f2daf46b31442c74,JENSEN,August,"JENSEN, August"
66d84c61f2daf46b31442c7b,TAMM,Johannes-Voldemar,"TAMM, Johannes-Voldemar"
66d84c61f2daf46b31442c75,ILVES,August,"ILVES, August"
66d84c61f2daf46b31442c78,GERMANN,Andrei,"GERMANN, Andrei"
66d84c61f2daf46b31442c99,TSCHERNOV,Gavril,"TSCHERNOV, Gavril"
66d84c61f2daf46b31442c9b,UDIKAS,Oskar-Friedrich,"UDIKAS, Oskar-Friedrich"
66d84c61f2daf46b31442c97,AALBOK,Eduard,"AALBOK, Eduard"
66d84c61f2daf46b31442c9c,LARM,August,"LARM, August"
66d84c61f2daf46b31442c98,RAKO,Jaan,"RAKO, Jaan"
66d84c62f2daf46b31442cbb,MALKEN,Jaan,"MALKEN, Jaan"
66d84c62f2daf46b31442cbc,KALLO,Hans,"KALLO, Hans"
66d84c62f2daf46b31442cba,MÄGI,August-Johannes,"MÄGI, August-Johannes"
66d84c62f2daf46b31442cbf,MELTSAS,Peeter,"MELTSAS, Peeter"
66d84c62f2daf46b31442cbd,KALMET,Kristjan,"KALMET, Kristjan"
66d84c64f2daf46b31442cdf,KIVISAAR,Peeter,"KIVISAAR, Peeter"
66d84c64f2daf46b31442ce0,OTTENSON,August,"OTTENSON, August"
66d84c64f2daf46b31442cde,ROOSILEHT,Jaan,"ROOSILEHT, Jaan"
66d84c64f2daf46b31442ce1,LÄTT,Johannes-Arnold,"LÄTT, Johannes-Arnold"
66d84c64f2daf46b31442cdd,VIRULA,Tõnis,"VIRULA, Tõnis"
66d84c65f2daf46b31442d02,LILLELEHT,Paul-August,"LILLELEHT, Paul-August"
66d84c65f2daf46b31442d01,HOLSMANN,Johann-Ferdinand,"HOLSMANN, Johann-Ferdinand"
66d84c65f2daf46b31442d05,TAALDER,Richard,"TAALDER, Richard"
66d84c65f2daf46b31442d03,TROSSI,Verner-Ernst-Harald,"TROSSI, Verner-Ernst-Harald"
66d84c65f2daf46b31442d04,LUHAÄÄR,Karl,"LUHAÄÄR, Karl"
66d84c65f2daf46b31442d27,TUVI,Jaan,"TUVI, Jaan"
66d84c65f2daf46b31442d24,TALŠIN,Leo,"TALŠIN, Leo"
66d84c65f2daf46b31442d26,HANSEN,Karl,"HANSEN, Karl"
66d84c65f2daf46b31442d25,BRAKEL,Arthur-Johann,"BRAKEL, Arthur-Johann"
66d84c65f2daf46b31442d2b,KOGER,Karl-Elmar,"KOGER, Karl-Elmar"
66d84c68f2daf46b31442d49,LIPAND,Karl,"LIPAND, Karl"
66d84c68f2daf46b31442d47,JÜRGENS,Eduard-Johannes,"JÜRGENS, Eduard-Johannes"
66d84c68f2daf46b31442d4d,LINDEMANN,Konstantin,"LINDEMANN, Konstantin"
66d84c68f2daf46b31442d4a,NORMAK,Arnold-Reinhard,"NORMAK, Arnold-Reinhard"
66d84c68f2daf46b31442d48,HION,Viktor,"HION, Viktor"
66d84c68f2daf46b31442d6c,KASK,Rahuleid-Julius-Max,"KASK, Rahuleid-Julius-Max"
66d84c68f2daf46b31442d6a,KÜNNAPUU,Avo,"KÜNNAPUU, Avo"
